Employee_ID,Review_Quarter,Performance_Score,Manager_Feedback,,
10977,Q2,1,Poor,,
10977,Q3,2,Poor,,
10977,Q4,1,Poor,,
10978,Q1,1,Poor,,
10978,Q2,5,Excellent,,
10978,Q3,2,Poor,,
10978,Q4,1,Poor,,
10979,Q1,1,Poor,,
10979,Q2,1,Poor,,
10979,Q3,2,Poor,,
10979,Q4,3,Average,,
10980,Q1,2,Poor,,
10980,Q2,1,Poor,,
10980,Q3,1,Poor,,
10980,Q4,4,Good,,
10981,Q1,1,Poor,,
10981,Q2,4,Good,,
10981,Q3,3,Average,,
10981,Q4,2,Poor,,
10982,Q1,1,Poor,,
10982,Q2,4,Good,,
10982,Q3,1,Poor,,
10982,Q4,5,Excellent,,
10983,Q1,3,Average,,
10983,Q2,5,Excellent,,
10983,Q3,2,Poor,,
10983,Q4,3,Average,,
10984,Q1,4,Good,,
10984,Q2,3,Average,,
10984,Q3,3,Average,,
10984,Q4,2,Poor,,
10985,Q1,3,Average,,
10985,Q2,2,Poor,,
10985,Q3,2,Poor,,
10985,Q4,4,Good,,
10986,Q1,3,Average,,
10986,Q2,4,Good,,
10986,Q3,2,Poor,,
10986,Q4,2,Poor,,
10987,Q1,1,Poor,,
10987,Q2,2,Poor,,
10987,Q3,4,Good,,
10987,Q4,5,Excellent,,
10988,Q1,1,Poor,,
10988,Q2,5,Excellent,,
10988,Q3,3,Average,,
10988,Q4,3,Average,,
10989,Q1,2,Poor,,
10989,Q2,3,Average,,
10989,Q3,1,Poor,,
10989,Q4,4,Good,,
10990,Q1,1,Poor,,
10990,Q2,4,Good,,
10990,Q3,5,Excellent,,
10990,Q4,5,Excellent,,
10991,Q1,3,Average,,
10991,Q2,3,Average,,
10991,Q3,5,Excellent,,
10991,Q4,2,Poor,,
10992,Q1,5,Excellent,,
10992,Q2,4,Good,,
10992,Q3,4,Good,,
10992,Q4,2,Poor,,
10993,Q1,3,Average,,
10993,Q2,1,Poor,,
10993,Q3,2,Poor,,
10993,Q4,3,Average,,
10994,Q1,3,Average,,
10994,Q2,5,Excellent,,
10994,Q3,5,Excellent,,
10994,Q4,5,Excellent,,
10995,Q1,5,Excellent,,
10995,Q2,5,Excellent,,
10995,Q3,4,Good,,
10995,Q4,4,Good,,
10996,Q1,2,Poor,,
10996,Q2,1,Poor,,
10996,Q3,4,Good,,
10996,Q4,1,Poor,,
10997,Q1,1,Poor,,
10997,Q2,2,Poor,,
10997,Q3,2,Poor,,
10997,Q4,5,Excellent,,
10998,Q1,5,Excellent,,
10998,Q2,5,Excellent,,
10998,Q3,2,Poor,,
10998,Q4,5,Excellent,,
10999,Q1,4,Good,,
10999,Q2,5,Excellent,,
10999,Q3,4,Good,,
10999,Q4,2,Poor,,
11000,Q1,3,Average,,
11000,Q2,2,Poor,,
11000,Q3,5,Excellent,,
11000,Q4,5,Excellent,,
11001,Q1,4,Good,,
11001,Q2,4,Good,,
11001,Q3,2,Poor,,
11001,Q4,4,Good,,
11002,Q1,2,Poor,,
11002,Q2,2,Poor,,
11002,Q3,3,Average,,
11002,Q4,4,Good,,
11003,Q1,4,Good,,
11003,Q2,1,Poor,,
11003,Q3,4,Good,,
11003,Q4,5,Excellent,,
11004,Q1,2,Poor,,
11004,Q2,1,Poor,,
11004,Q3,1,Poor,,
11004,Q4,4,Good,,
11005,Q1,4,Good,,
11005,Q2,2,Poor,,
11005,Q3,1,Poor,,
11005,Q4,3,Average,,
11006,Q1,5,Excellent,,
11006,Q2,3,Average,,
11006,Q3,2,Poor,,
11006,Q4,5,Excellent,,
11007,Q1,3,Average,,
11007,Q2,5,Excellent,,
11007,Q3,3,Average,,
11007,Q4,1,Poor,,
11008,Q1,5,Excellent,,
11008,Q2,4,Good,,
11008,Q3,5,Excellent,,
11008,Q4,5,Excellent,,
11009,Q1,5,Excellent,,
11009,Q2,5,Excellent,,
11009,Q3,1,Poor,,
11009,Q4,2,Poor,,
11010,Q1,3,Average,,
11010,Q2,3,Average,,
11010,Q3,3,Average,,
11010,Q4,4,Good,,
11011,Q1,2,Poor,,
11011,Q2,1,Poor,,
11011,Q3,1,Poor,,
11011,Q4,2,Poor,,
11012,Q1,2,Poor,,
11012,Q2,5,Excellent,,
11012,Q3,2,Poor,,
11012,Q4,4,Good,,
11013,Q1,3,Average,,
11013,Q2,1,Poor,,
11013,Q3,1,Poor,,
11013,Q4,1,Poor,,
11014,Q1,1,Poor,,
11014,Q2,5,Excellent,,
11014,Q3,4,Good,,
11014,Q4,5,Excellent,,
11015,Q1,4,Good,,
11015,Q2,4,Good,,
11015,Q3,1,Poor,,
11015,Q4,3,Average,,
11016,Q1,3,Average,,
11016,Q2,1,Poor,,
11016,Q3,2,Poor,,
11016,Q4,2,Poor,,
11017,Q1,5,Excellent,,
11017,Q2,2,Poor,,
11017,Q3,4,Good,,
11017,Q4,1,Poor,,
11018,Q1,1,Poor,,
11018,Q2,4,Good,,
11018,Q3,4,Good,,
11018,Q4,1,Poor,,
11019,Q1,4,Good,,
11019,Q2,4,Good,,
11019,Q3,1,Poor,,
11019,Q4,3,Average,,
11020,Q1,2,Poor,,
11020,Q2,3,Average,,
11020,Q3,3,Average,,
11020,Q4,4,Good,,
11021,Q1,5,Excellent,,
11021,Q2,3,Average,,
11021,Q3,1,Poor,,
11021,Q4,5,Excellent,,
11022,Q1,1,Poor,,
11022,Q2,3,Average,,
11022,Q3,2,Poor,,
11022,Q4,2,Poor,,
11023,Q1,3,Average,,
11023,Q2,1,Poor,,
11023,Q3,3,Average,,
11023,Q4,1,Poor,,
11024,Q1,1,Poor,,
11024,Q2,2,Poor,,
11024,Q3,2,Poor,,
11024,Q4,4,Good,,
11025,Q1,3,Average,,
11025,Q2,4,Good,,
11025,Q3,3,Average,,
11025,Q4,4,Good,,
11026,Q1,4,Good,,
11026,Q2,5,Excellent,,
11026,Q3,4,Good,,
11026,Q4,3,Average,,
11027,Q1,2,Poor,,
11027,Q2,3,Average,,
11027,Q3,5,Excellent,,
11027,Q4,4,Good,,
11028,Q1,2,Poor,,
11028,Q2,3,Average,,
11028,Q3,5,Excellent,,
11028,Q4,1,Poor,,
11029,Q1,1,Poor,,
11029,Q2,4,Good,,
11029,Q3,1,Poor,,
11029,Q4,4,Good,,
11030,Q1,3,Average,,
11030,Q2,5,Excellent,,
11030,Q3,3,Average,,
11030,Q4,2,Poor,,
11031,Q1,3,Average,,
11031,Q2,3,Average,,
11031,Q3,3,Average,,
11031,Q4,3,Average,,
11032,Q1,2,Poor,,
11032,Q2,3,Average,,
11032,Q3,4,Good,,
11032,Q4,2,Poor,,
11033,Q1,4,Good,,
11033,Q2,1,Poor,,
11033,Q3,3,Average,,
11033,Q4,1,Poor,,
11034,Q1,4,Good,,
11034,Q2,3,Average,,
11034,Q3,4,Good,,
11034,Q4,5,Excellent,,
11035,Q1,1,Poor,,
11035,Q2,1,Poor,,
11035,Q3,1,Poor,,
11035,Q4,2,Poor,,
11036,Q1,5,Excellent,,
11036,Q2,2,Poor,,
11036,Q3,5,Excellent,,
11036,Q4,4,Good,,
11037,Q1,1,Poor,,
11037,Q2,4,Good,,
11037,Q3,1,Poor,,
11037,Q4,5,Excellent,,
11038,Q1,4,Good,,
11038,Q2,2,Poor,,
11038,Q3,3,Average,,
11038,Q4,2,Poor,,
11039,Q1,1,Poor,,
11039,Q2,3,Average,,
11039,Q3,4,Good,,
11039,Q4,5,Excellent,,
11040,Q1,5,Excellent,,
11040,Q2,2,Poor,,
11040,Q3,5,Excellent,,
11040,Q4,1,Poor,,
11041,Q1,3,Average,,
11041,Q2,2,Poor,,
11041,Q3,4,Good,,
11041,Q4,2,Poor,,
11042,Q1,1,Poor,,
11042,Q2,4,Good,,
11042,Q3,5,Excellent,,
11042,Q4,3,Average,,
11043,Q1,1,Poor,,
11043,Q2,2,Poor,,
11043,Q3,5,Excellent,,
11043,Q4,1,Poor,,
11044,Q1,3,Average,,
11044,Q2,2,Poor,,
11044,Q3,5,Excellent,,
11044,Q4,2,Poor,,
11045,Q1,1,Poor,,
11045,Q2,4,Good,,
11045,Q3,2,Poor,,
11045,Q4,3,Average,,
11046,Q1,4,Good,,
11046,Q2,2,Poor,,
11046,Q3,4,Good,,
11046,Q4,2,Poor,,
11047,Q1,1,Poor,,
11047,Q2,2,Poor,,
11047,Q3,3,Average,,
11047,Q4,2,Poor,,
11048,Q1,5,Excellent,,
11048,Q2,2,Poor,,
11048,Q3,1,Poor,,
11048,Q4,5,Excellent,,
11049,Q1,3,Average,,
11049,Q2,5,Excellent,,
11049,Q3,1,Poor,,
11049,Q4,3,Average,,
11050,Q1,5,Excellent,,
11050,Q2,4,Good,,
11050,Q3,1,Poor,,
11050,Q4,4,Good,,
11051,Q1,2,Poor,,
11051,Q2,4,Good,,
11051,Q3,5,Excellent,,
11051,Q4,4,Good,,
11052,Q1,2,Poor,,
11052,Q2,1,Poor,,
11052,Q3,1,Poor,,
11052,Q4,4,Good,,
11053,Q1,3,Average,,
11053,Q2,2,Poor,,
11053,Q3,5,Excellent,,
11053,Q4,5,Excellent,,
11054,Q1,3,Average,,
11054,Q2,4,Good,,
11054,Q3,1,Poor,,
11054,Q4,1,Poor,,
11055,Q1,5,Excellent,,
11055,Q2,2,Poor,,
11055,Q3,3,Average,,
11055,Q4,3,Average,,
11056,Q1,2,Poor,,
11056,Q2,5,Excellent,,
11056,Q3,5,Excellent,,
11056,Q4,3,Average,,
11057,Q1,3,Average,,
11057,Q2,4,Good,,
11057,Q3,3,Average,,
11057,Q4,3,Average,,
11058,Q1,2,Poor,,
11058,Q2,2,Poor,,
11058,Q3,4,Good,,
11058,Q4,5,Excellent,,
11059,Q1,1,Poor,,
11059,Q2,1,Poor,,
11059,Q3,3,Average,,
11059,Q4,2,Poor,,
11060,Q1,2,Poor,,
11060,Q2,3,Average,,
11060,Q3,5,Excellent,,
11060,Q4,3,Average,,
11061,Q1,2,Poor,,
11061,Q2,3,Average,,
11061,Q3,5,Excellent,,
11061,Q4,1,Poor,,
11062,Q1,2,Poor,,
11062,Q2,3,Average,,
11062,Q3,1,Poor,,
11062,Q4,5,Excellent,,
11063,Q1,3,Average,,
11063,Q2,4,Good,,
11063,Q3,5,Excellent,,
11063,Q4,3,Average,,
11064,Q1,1,Poor,,
11064,Q2,5,Excellent,,
11064,Q3,2,Poor,,
11064,Q4,1,Poor,,
11065,Q1,5,Excellent,,
11065,Q2,5,Excellent,,
11065,Q3,5,Excellent,,
11065,Q4,4,Good,,
11066,Q1,3,Average,,
11066,Q2,2,Poor,,
11066,Q3,4,Good,,
11066,Q4,4,Good,,
11067,Q1,4,Good,,
11067,Q2,1,Poor,,
11067,Q3,1,Poor,,
11067,Q4,2,Poor,,
11068,Q1,1,Poor,,
11068,Q2,3,Average,,
11068,Q3,3,Average,,
11068,Q4,5,Excellent,,
11069,Q1,2,Poor,,
11069,Q2,3,Average,,
11069,Q3,2,Poor,,
11069,Q4,5,Excellent,,
11070,Q1,2,Poor,,
11070,Q2,5,Excellent,,
11070,Q3,4,Good,,
11070,Q4,2,Poor,,
11071,Q1,4,Good,,
11071,Q2,5,Excellent,,
11071,Q3,1,Poor,,
11071,Q4,3,Average,,
11072,Q1,1,Poor,,
11072,Q2,3,Average,,
11072,Q3,1,Poor,,
11072,Q4,3,Average,,
11073,Q1,3,Average,,
11073,Q2,3,Average,,
11073,Q3,3,Average,,
11073,Q4,3,Average,,
11074,Q1,3,Average,,
11074,Q2,2,Poor,,
11074,Q3,5,Excellent,,
11074,Q4,3,Average,,
11075,Q1,3,Average,,
11075,Q2,3,Average,,
11075,Q3,3,Average,,
11075,Q4,5,Excellent,,
11076,Q1,3,Average,,
11076,Q2,2,Poor,,
11076,Q3,1,Poor,,
11076,Q4,2,Poor,,
11077,Q1,5,Excellent,,
11077,Q2,1,Poor,,
11077,Q3,4,Good,,
11077,Q4,1,Poor,,
11078,Q1,3,Average,,
11078,Q2,1,Poor,,
11078,Q3,1,Poor,,
11078,Q4,4,Good,,
11079,Q1,1,Poor,,
11079,Q2,1,Poor,,
11079,Q3,1,Poor,,
11079,Q4,1,Poor,,
11080,Q1,3,Average,,
11080,Q2,4,Good,,
11080,Q3,1,Poor,,
11080,Q4,4,Good,,
11081,Q1,1,Poor,,
11081,Q2,3,Average,,
11081,Q3,1,Poor,,
11081,Q4,2,Poor,,
11082,Q1,4,Good,,
11082,Q2,3,Average,,
11082,Q3,1,Poor,,
11082,Q4,1,Poor,,
11083,Q1,1,Poor,,
11083,Q2,3,Average,,
11083,Q3,1,Poor,,
11083,Q4,5,Excellent,,
11084,Q1,5,Excellent,,
11084,Q2,3,Average,,
11084,Q3,2,Poor,,
11084,Q4,1,Poor,,
11085,Q1,4,Good,,
11085,Q2,4,Good,,
11085,Q3,3,Average,,
11085,Q4,5,Excellent,,
11086,Q1,2,Poor,,
11086,Q2,3,Average,,
11086,Q3,3,Average,,
11086,Q4,3,Average,,
11087,Q1,3,Average,,
11087,Q2,1,Poor,,
11087,Q3,4,Good,,
11087,Q4,5,Excellent,,
11088,Q1,2,Poor,,
11088,Q2,2,Poor,,
11088,Q3,3,Average,,
11088,Q4,2,Poor,,
11089,Q1,1,Poor,,
11089,Q2,1,Poor,,
11089,Q3,1,Poor,,
11089,Q4,1,Poor,,
11090,Q1,4,Good,,
11090,Q2,2,Poor,,
11090,Q3,4,Good,,
11090,Q4,3,Average,,
11091,Q1,4,Good,,
11091,Q2,5,Excellent,,
11091,Q3,2,Poor,,
11091,Q4,3,Average,,
11092,Q1,2,Poor,,
11092,Q2,4,Good,,
11092,Q3,5,Excellent,,
11092,Q4,5,Excellent,,
11093,Q1,4,Good,,
11093,Q2,1,Poor,,
11093,Q3,4,Good,,
11093,Q4,5,Excellent,,
11094,Q1,4,Good,,
11094,Q2,3,Average,,
11094,Q3,1,Poor,,
11094,Q4,5,Excellent,,
11095,Q1,3,Average,,
11095,Q2,4,Good,,
11095,Q3,3,Average,,
11095,Q4,2,Poor,,
11096,Q1,2,Poor,,
11096,Q2,5,Excellent,,
11096,Q3,4,Good,,
11096,Q4,4,Good,,
11097,Q1,1,Poor,,
11097,Q2,3,Average,,
11097,Q3,5,Excellent,,
11097,Q4,2,Poor,,
11098,Q1,5,Excellent,,
11098,Q2,3,Average,,
11098,Q3,1,Poor,,
11098,Q4,3,Average,,
11099,Q1,1,Poor,,
11099,Q2,2,Poor,,
11099,Q3,3,Average,,
11099,Q4,3,Average,,
11100,Q1,3,Average,,
11100,Q2,3,Average,,
11100,Q3,5,Excellent,,
11100,Q4,2,Poor,,
11101,Q1,3,Average,,
11101,Q2,4,Good,,
11101,Q3,1,Poor,,
11101,Q4,5,Excellent,,
11102,Q1,2,Poor,,
11102,Q2,2,Poor,,
11102,Q3,1,Poor,,
11102,Q4,1,Poor,,
11103,Q1,2,Poor,,
11103,Q2,4,Good,,
11103,Q3,2,Poor,,
11103,Q4,1,Poor,,
11104,Q1,2,Poor,,
11104,Q2,2,Poor,,
11104,Q3,2,Poor,,
11104,Q4,1,Poor,,
11105,Q1,5,Excellent,,
11105,Q2,3,Average,,
11105,Q3,3,Average,,
11105,Q4,4,Good,,
11106,Q1,5,Excellent,,
11106,Q2,1,Poor,,
11106,Q3,3,Average,,
11106,Q4,2,Poor,,
11107,Q1,4,Good,,
11107,Q2,4,Good,,
11107,Q3,5,Excellent,,
11107,Q4,3,Average,,
11108,Q1,4,Good,,
11108,Q2,1,Poor,,
11108,Q3,4,Good,,
11108,Q4,2,Poor,,
11109,Q1,4,Good,,
11109,Q2,1,Poor,,
11109,Q3,2,Poor,,
11109,Q4,4,Good,,
11110,Q1,4,Good,,
11110,Q2,1,Poor,,
11110,Q3,5,Excellent,,
11110,Q4,4,Good,,
11111,Q1,3,Average,,
11111,Q2,1,Poor,,
11111,Q3,2,Poor,,
11111,Q4,1,Poor,,
11112,Q1,2,Poor,,
11112,Q2,3,Average,,
11112,Q3,2,Poor,,
11112,Q4,5,Excellent,,
11113,Q1,3,Average,,
11113,Q2,3,Average,,
11113,Q3,4,Good,,
11113,Q4,1,Poor,,
11114,Q1,4,Good,,
11114,Q2,4,Good,,
11114,Q3,1,Poor,,
11114,Q4,4,Good,,
11115,Q1,4,Good,,
11115,Q2,5,Excellent,,
11115,Q3,4,Good,,
11115,Q4,5,Excellent,,
11116,Q1,3,Average,,
11116,Q2,1,Poor,,
11116,Q3,2,Poor,,
11116,Q4,2,Poor,,
11117,Q1,2,Poor,,
11117,Q2,4,Good,,
11117,Q3,1,Poor,,
11117,Q4,1,Poor,,
11118,Q1,1,Poor,,
11118,Q2,1,Poor,,
11118,Q3,1,Poor,,
11118,Q4,5,Excellent,,
11119,Q1,4,Good,,
11119,Q2,3,Average,,
11119,Q3,1,Poor,,
11119,Q4,5,Excellent,,
11120,Q1,5,Excellent,,
11120,Q2,5,Excellent,,
11120,Q3,4,Good,,
11120,Q4,4,Good,,
11121,Q1,4,Good,,
11121,Q2,1,Poor,,
11121,Q3,4,Good,,
11121,Q4,4,Good,,
11122,Q1,2,Poor,,
11122,Q2,3,Average,,
11122,Q3,5,Excellent,,
11122,Q4,2,Poor,,
11123,Q1,3,Average,,
11123,Q2,2,Poor,,
11123,Q3,5,Excellent,,
11123,Q4,4,Good,,
11124,Q1,1,Poor,,
11124,Q2,3,Average,,
11124,Q3,1,Poor,,
11124,Q4,1,Poor,,
11125,Q1,3,Average,,
11125,Q2,3,Average,,
11125,Q3,2,Poor,,
11125,Q4,3,Average,,
11126,Q1,1,Poor,,
11126,Q2,2,Poor,,
11126,Q3,3,Average,,
11126,Q4,2,Poor,,
11127,Q1,3,Average,,
11127,Q2,3,Average,,
11127,Q3,2,Poor,,
11127,Q4,4,Good,,
11128,Q1,5,Excellent,,
11128,Q2,3,Average,,
11128,Q3,2,Poor,,
11128,Q4,1,Poor,,
11129,Q1,1,Poor,,
11129,Q2,3,Average,,
11129,Q3,2,Poor,,
11129,Q4,4,Good,,
11130,Q1,3,Average,,
11130,Q2,2,Poor,,
11130,Q3,2,Poor,,
11130,Q4,1,Poor,,
11131,Q1,4,Good,,
11131,Q2,2,Poor,,
11131,Q3,4,Good,,
11131,Q4,3,Average,,
11132,Q1,2,Poor,,
11132,Q2,3,Average,,
11132,Q3,5,Excellent,,
11132,Q4,5,Excellent,,
11133,Q1,4,Good,,
11133,Q2,1,Poor,,
11133,Q3,1,Poor,,
11133,Q4,3,Average,,
11134,Q1,5,Excellent,,
11134,Q2,5,Excellent,,
11134,Q3,2,Poor,,
11134,Q4,5,Excellent,,
11135,Q1,5,Excellent,,
11135,Q2,3,Average,,
11135,Q3,5,Excellent,,
11135,Q4,2,Poor,,
11136,Q1,1,Poor,,
11136,Q2,4,Good,,
11136,Q3,3,Average,,
11136,Q4,5,Excellent,,
11137,Q1,3,Average,,
11137,Q2,1,Poor,,
11137,Q3,3,Average,,
11137,Q4,2,Poor,,
11138,Q1,4,Good,,
11138,Q2,3,Average,,
11138,Q3,3,Average,,
11138,Q4,5,Excellent,,
11139,Q1,4,Good,,
11139,Q2,4,Good,,
11139,Q3,4,Good,,
11139,Q4,2,Poor,,
11140,Q1,2,Poor,,
11140,Q2,4,Good,,
11140,Q3,3,Average,,
11140,Q4,3,Average,,
11141,Q1,3,Average,,
11141,Q2,4,Good,,
11141,Q3,1,Poor,,
11141,Q4,1,Poor,,
11142,Q1,4,Good,,
11142,Q2,5,Excellent,,
11142,Q3,5,Excellent,,
11142,Q4,4,Good,,
11143,Q1,3,Average,,
11143,Q2,3,Average,,
11143,Q3,4,Good,,
11143,Q4,4,Good,,
11144,Q1,3,Average,,
11144,Q2,4,Good,,
11144,Q3,2,Poor,,
11144,Q4,3,Average,,
11145,Q1,1,Poor,,
11145,Q2,3,Average,,
11145,Q3,4,Good,,
11145,Q4,4,Good,,
11146,Q1,2,Poor,,
11146,Q2,1,Poor,,
11146,Q3,3,Average,,
11146,Q4,5,Excellent,,
11147,Q1,3,Average,,
11147,Q2,5,Excellent,,
11147,Q3,2,Poor,,
11147,Q4,3,Average,,
11148,Q1,4,Good,,
11148,Q2,4,Good,,
11148,Q3,2,Poor,,
11148,Q4,4,Good,,
11149,Q1,5,Excellent,,
11149,Q2,5,Excellent,,
11149,Q3,5,Excellent,,
11149,Q4,4,Good,,
11150,Q1,4,Good,,
11150,Q2,1,Poor,,
11150,Q3,4,Good,,
11150,Q4,1,Poor,,
11151,Q1,5,Excellent,,
11151,Q2,5,Excellent,,
11151,Q3,2,Poor,,
11151,Q4,4,Good,,
11152,Q1,5,Excellent,,
11152,Q2,5,Excellent,,
11152,Q3,5,Excellent,,
11152,Q4,5,Excellent,,
11153,Q1,1,Poor,,
11153,Q2,3,Average,,
11153,Q3,5,Excellent,,
11153,Q4,2,Poor,,
11154,Q1,2,Poor,,
11154,Q2,2,Poor,,
11154,Q3,5,Excellent,,
11154,Q4,3,Average,,
11155,Q1,5,Excellent,,
11155,Q2,4,Good,,
11155,Q3,4,Good,,
11155,Q4,1,Poor,,
11156,Q1,3,Average,,
11156,Q2,2,Poor,,
11156,Q3,1,Poor,,
11156,Q4,1,Poor,,
11157,Q1,1,Poor,,
11157,Q2,3,Average,,
11157,Q3,4,Good,,
11157,Q4,5,Excellent,,
11158,Q1,4,Good,,
11158,Q2,3,Average,,
11158,Q3,4,Good,,
11158,Q4,4,Good,,
11159,Q1,2,Poor,,
11159,Q2,2,Poor,,
11159,Q3,3,Average,,
11159,Q4,5,Excellent,,
11160,Q1,4,Good,,
11160,Q2,5,Excellent,,
11160,Q3,5,Excellent,,
11160,Q4,5,Excellent,,
11161,Q1,1,Poor,,
11161,Q2,2,Poor,,
11161,Q3,5,Excellent,,
11161,Q4,5,Excellent,,
11162,Q1,4,Good,,
11162,Q2,4,Good,,
11162,Q3,4,Good,,
11162,Q4,5,Excellent,,
11163,Q1,4,Good,,
11163,Q2,3,Average,,
11163,Q3,5,Excellent,,
11163,Q4,2,Poor,,
11164,Q1,3,Average,,
11164,Q2,1,Poor,,
11164,Q3,2,Poor,,
11164,Q4,5,Excellent,,
11165,Q1,5,Excellent,,
11165,Q2,1,Poor,,
11165,Q3,4,Good,,
11165,Q4,5,Excellent,,
11166,Q1,5,Excellent,,
11166,Q2,2,Poor,,
11166,Q3,3,Average,,
11166,Q4,1,Poor,,
11167,Q1,5,Excellent,,
11167,Q2,2,Poor,,
11167,Q3,4,Good,,
11167,Q4,5,Excellent,,
11168,Q1,4,Good,,
11168,Q2,4,Good,,
11168,Q3,4,Good,,
11168,Q4,5,Excellent,,
11169,Q1,3,Average,,
11169,Q2,2,Poor,,
11169,Q3,4,Good,,
11169,Q4,2,Poor,,
11170,Q1,2,Poor,,
11170,Q2,3,Average,,
11170,Q3,4,Good,,
11170,Q4,5,Excellent,,
11171,Q1,2,Poor,,
11171,Q2,4,Good,,
11171,Q3,3,Average,,
11171,Q4,4,Good,,
11172,Q1,5,Excellent,,
11172,Q2,3,Average,,
11172,Q3,3,Average,,
11172,Q4,1,Poor,,
11173,Q1,4,Good,,
11173,Q2,5,Excellent,,
11173,Q3,5,Excellent,,
11173,Q4,4,Good,,
11174,Q1,4,Good,,
11174,Q2,4,Good,,
11174,Q3,4,Good,,
11174,Q4,5,Excellent,,
11175,Q1,2,Poor,,
11175,Q2,3,Average,,
11175,Q3,5,Excellent,,
11175,Q4,1,Poor,,
11176,Q1,5,Excellent,,
11176,Q2,4,Good,,
11176,Q3,1,Poor,,
11176,Q4,5,Excellent,,
11177,Q1,4,Good,,
11177,Q2,3,Average,,
11177,Q3,5,Excellent,,
11177,Q4,2,Poor,,
11178,Q1,3,Average,,
11178,Q2,4,Good,,
11178,Q3,3,Average,,
11178,Q4,2,Poor,,
11179,Q1,2,Poor,,
11179,Q2,5,Excellent,,
11179,Q3,4,Good,,
11179,Q4,5,Excellent,,
11180,Q1,5,Excellent,,
11180,Q2,5,Excellent,,
11180,Q3,5,Excellent,,
11180,Q4,2,Poor,,
11181,Q1,1,Poor,,
11181,Q2,4,Good,,
11181,Q3,2,Poor,,
11181,Q4,2,Poor,,
11182,Q1,1,Poor,,
11182,Q2,4,Good,,
11182,Q3,1,Poor,,
11182,Q4,2,Poor,,
11183,Q1,3,Average,,
11183,Q2,5,Excellent,,
11183,Q3,5,Excellent,,
11183,Q4,2,Poor,,
11184,Q1,1,Poor,,
11184,Q2,2,Poor,,
11184,Q3,1,Poor,,
11184,Q4,2,Poor,,
11185,Q1,5,Excellent,,
11185,Q2,1,Poor,,
11185,Q3,5,Excellent,,
11185,Q4,3,Average,,
11186,Q1,1,Poor,,
11186,Q2,4,Good,,
11186,Q3,3,Average,,
11186,Q4,1,Poor,,
11187,Q1,1,Poor,,
11187,Q2,4,Good,,
11187,Q3,3,Average,,
11187,Q4,4,Good,,
11188,Q1,2,Poor,,
11188,Q2,5,Excellent,,
11188,Q3,2,Poor,,
11188,Q4,1,Poor,,
11189,Q1,3,Average,,
11189,Q2,3,Average,,
11189,Q3,2,Poor,,
11189,Q4,3,Average,,
11190,Q1,2,Poor,,
11190,Q2,4,Good,,
11190,Q3,3,Average,,
11190,Q4,3,Average,,
11191,Q1,5,Excellent,,
11191,Q2,3,Average,,
11191,Q3,5,Excellent,,
11191,Q4,2,Poor,,
11192,Q1,2,Poor,,
11192,Q2,5,Excellent,,
11192,Q3,2,Poor,,
11192,Q4,4,Good,,
11193,Q1,2,Poor,,
11193,Q2,3,Average,,
11193,Q3,2,Poor,,
11193,Q4,2,Poor,,
11194,Q1,4,Good,,
11194,Q2,4,Good,,
11194,Q3,5,Excellent,,
11194,Q4,1,Poor,,
11195,Q1,3,Average,,
11195,Q2,5,Excellent,,
11195,Q3,1,Poor,,
11195,Q4,5,Excellent,,
11196,Q1,4,Good,,
11196,Q2,4,Good,,
11196,Q3,4,Good,,
11196,Q4,5,Excellent,,
11197,Q1,2,Poor,,
11197,Q2,4,Good,,
11197,Q3,1,Poor,,
11197,Q4,5,Excellent,,
11198,Q1,3,Average,,
11198,Q2,1,Poor,,
11198,Q3,5,Excellent,,
11198,Q4,3,Average,,
11199,Q1,5,Excellent,,
11199,Q2,1,Poor,,
11199,Q3,4,Good,,
11199,Q4,2,Poor,,
11200,Q1,1,Poor,,
11200,Q2,2,Poor,,
11200,Q3,1,Poor,,
11200,Q4,4,Good,,
11201,Q1,3,Average,,
11201,Q2,3,Average,,
11201,Q3,3,Average,,
11201,Q4,2,Poor,,
11202,Q1,1,Poor,,
11202,Q2,4,Good,,
11202,Q3,4,Good,,
11202,Q4,5,Excellent,,
11203,Q1,5,Excellent,,
11203,Q2,5,Excellent,,
11203,Q3,4,Good,,
11203,Q4,3,Average,,
11204,Q1,5,Excellent,,
11204,Q2,2,Poor,,
11204,Q3,1,Poor,,
11204,Q4,4,Good,,
11205,Q1,4,Good,,
11205,Q2,4,Good,,
11205,Q3,5,Excellent,,
11205,Q4,1,Poor,,
11206,Q1,3,Average,,
11206,Q2,4,Good,,
11206,Q3,2,Poor,,
11206,Q4,4,Good,,
11207,Q1,4,Good,,
11207,Q2,2,Poor,,
11207,Q3,2,Poor,,
11207,Q4,4,Good,,
11208,Q1,3,Average,,
11208,Q2,3,Average,,
11208,Q3,1,Poor,,
11208,Q4,2,Poor,,
11209,Q1,2,Poor,,
11209,Q2,4,Good,,
11209,Q3,2,Poor,,
11209,Q4,4,Good,,
11210,Q1,4,Good,,
11210,Q2,3,Average,,
11210,Q3,2,Poor,,
11210,Q4,4,Good,,
11211,Q1,5,Excellent,,
11211,Q2,4,Good,,
11211,Q3,5,Excellent,,
11211,Q4,3,Average,,
11212,Q1,4,Good,,
11212,Q2,5,Excellent,,
11212,Q3,3,Average,,
11212,Q4,2,Poor,,
11213,Q1,1,Poor,,
11213,Q2,2,Poor,,
