Candidate_ID,Job_Role,Source,Application_Date,Hiring_Status,Joining_Date
23625,Associate,Walk-in,16-04-2024,Unknown,
23626,Intern,Job Portal,26-10-2024,Rejected,
23627,Intern,Job Portal,28-08-2023,Rejected,
23628,Manager,Job Portal,01-11-2023,Rejected,
23629,Analyst,Referral,24-05-2024,Unknown,
23630,Manager,Walk-in,06-07-2024,Rejected,
23631,Analyst,Referral,26-03-2024,Rejected,
23632,Manager,LinkedIn,01-07-2024,Rejected,
23633,Analyst,Job Portal,26-10-2023,Unknown,
23634,Associate,Walk-in,12-12-2022,Hired,Pending
23635,Manager,LinkedIn,04-03-2023,Hired,Pending
23636,Manager,LinkedIn,30-11-2024,Unknown,
23637,Manager,LinkedIn,02-07-2023,Rejected,
23638,Manager,LinkedIn,18-03-2025,Hired,15-03-2025
23639,Intern,Job Portal,20-05-2023,Rejected,
23640,Manager,Walk-in,29-10-2023,Unknown,
23641,Associate,Walk-in,30-01-2023,Hired,17-08-2023
23642,Intern,Job Portal,09-02-2024,Rejected,
23643,Intern,LinkedIn,23-07-2023,Unknown,
23644,Analyst,Walk-in,21-12-2023,Unknown,
23645,Executive,Job Portal,26-07-2024,Rejected,
23646,Manager,LinkedIn,01-07-2024,Hired,06-09-2023
23647,Intern,Job Portal,14-12-2023,Unknown,
23648,Analyst,Walk-in,17-10-2024,Unknown,
23649,Associate,LinkedIn,03-07-2025,Hired,01-09-2025
23650,Manager,Walk-in,24-09-2024,Rejected,
23651,Analyst,Walk-in,19-11-2022,Hired,25-07-2025
23652,Associate,Walk-in,27-03-2024,Unknown,
23653,Executive,LinkedIn,09-10-2025,Hired,19-08-2025
23654,Intern,Walk-in,04-07-2023,Unknown,
23655,Associate,LinkedIn,25-11-2022,Rejected,
23656,Analyst,LinkedIn,19-07-2024,Unknown,
23657,Intern,LinkedIn,22-04-2023,Rejected,
23658,Analyst,LinkedIn,09-09-2025,Rejected,
23659,Associate,Job Portal,13-08-2025,Hired,Pending
23660,Analyst,Walk-in,06-09-2025,Rejected,
23661,Analyst,Walk-in,09-10-2023,Hired,Pending
23662,Executive,LinkedIn,10-08-2023,Unknown,
23663,Associate,Walk-in,04-05-2025,Hired,Pending
23664,Analyst,Walk-in,23-04-2025,Hired,07-03-2024
23665,Executive,Job Portal,22-04-2023,Rejected,
23666,Executive,Walk-in,16-06-2025,Unknown,
23667,Intern,Job Portal,14-06-2025,Unknown,
23668,Associate,LinkedIn,17-10-2022,Rejected,
23669,Analyst,Referral,24-06-2025,Rejected,
23670,Analyst,Referral,03-09-2024,Unknown,
23671,Analyst,Job Portal,08-06-2024,Rejected,
23672,Executive,Referral,07-08-2025,Unknown,
23673,Manager,Walk-in,08-01-2025,Rejected,
23674,Analyst,Job Portal,29-07-2024,Rejected,
23675,Intern,Walk-in,06-06-2024,Unknown,
23676,Analyst,Walk-in,26-12-2024,Unknown,
23677,Analyst,Walk-in,20-11-2022,Rejected,
23678,Analyst,Walk-in,04-12-2024,Unknown,
23679,Executive,Walk-in,06-12-2022,Hired,11-10-2025
23680,Executive,Job Portal,09-05-2024,Rejected,
23681,Intern,LinkedIn,05-12-2023,Rejected,
23682,Intern,LinkedIn,27-01-2025,Unknown,
23683,Intern,Walk-in,04-03-2024,Hired,Pending
23684,Manager,Job Portal,01-06-2025,Rejected,
23685,Associate,Job Portal,27-06-2025,Unknown,
23686,Associate,Referral,06-02-2024,Unknown,
23687,Intern,Referral,03-05-2023,Hired,Pending
23688,Executive,LinkedIn,29-12-2024,Unknown,
23689,Analyst,Job Portal,06-04-2025,Rejected,
23690,Intern,Job Portal,25-09-2024,Rejected,
23691,Analyst,Referral,28-02-2024,Rejected,
23692,Executive,LinkedIn,13-10-2024,Rejected,
23693,Manager,Job Portal,03-11-2024,Unknown,
23694,Executive,Referral,15-06-2024,Rejected,
23695,Executive,LinkedIn,09-03-2023,Hired,12-08-2023
23696,Manager,Job Portal,18-12-2022,Rejected,
23697,Intern,Referral,14-09-2025,Hired,28-12-2023
23698,Intern,Walk-in,02-03-2025,Hired,Pending
23699,Manager,LinkedIn,30-06-2024,Unknown,
23700,Intern,Referral,28-03-2024,Hired,Pending
23701,Intern,Walk-in,30-12-2024,Rejected,
23702,Executive,Referral,08-03-2024,Hired,15-05-2024
23703,Manager,Referral,10-03-2023,Rejected,
23704,Analyst,Referral,19-06-2023,Hired,Pending
23705,Manager,LinkedIn,21-12-2024,Hired,Pending
23706,Intern,LinkedIn,15-05-2023,Unknown,
23707,Analyst,LinkedIn,05-01-2025,Hired,19-08-2025
23708,Analyst,LinkedIn,29-10-2023,Unknown,
23709,Executive,Walk-in,16-05-2025,Unknown,
23710,Executive,Walk-in,15-08-2023,Rejected,
23711,Executive,LinkedIn,13-07-2023,Unknown,
23712,Analyst,Referral,04-02-2024,Rejected,
23713,Manager,Referral,27-11-2023,Unknown,
23714,Manager,Job Portal,12-05-2023,Unknown,
23715,Analyst,Walk-in,15-05-2025,Hired,22-04-2024
23716,Analyst,LinkedIn,19-09-2023,Rejected,
23717,Associate,LinkedIn,20-03-2023,Rejected,
23718,Executive,LinkedIn,16-01-2023,Rejected,
23719,Executive,Referral,17-06-2023,Hired,25-12-2023
23720,Manager,LinkedIn,10-07-2023,Unknown,
23721,Analyst,Walk-in,13-04-2025,Hired,10-12-2024
23722,Analyst,Job Portal,17-07-2023,Hired,Pending
23723,Intern,Job Portal,04-06-2024,Unknown,
23724,Analyst,LinkedIn,13-09-2025,Rejected,
23725,Associate,Job Portal,08-01-2025,Hired,Pending
23726,Analyst,LinkedIn,23-11-2023,Hired,05-02-2023
23727,Analyst,LinkedIn,24-07-2024,Unknown,
23728,Intern,Job Portal,17-11-2022,Hired,Pending
23729,Executive,Job Portal,26-04-2025,Unknown,
23730,Manager,Walk-in,25-08-2024,Rejected,
23731,Manager,Job Portal,24-02-2025,Unknown,
23732,Manager,LinkedIn,04-04-2025,Rejected,
23733,Analyst,Referral,16-01-2025,Rejected,
23734,Intern,Job Portal,31-10-2024,Unknown,
23735,Executive,Referral,27-03-2023,Hired,18-11-2024
23736,Manager,LinkedIn,19-01-2023,Unknown,
23737,Intern,Referral,07-11-2024,Unknown,
23738,Analyst,Walk-in,09-01-2025,Unknown,
23739,Executive,Job Portal,14-10-2023,Unknown,
23740,Executive,Walk-in,16-11-2024,Rejected,
23741,Executive,Job Portal,16-09-2025,Hired,19-05-2025
23742,Executive,Walk-in,22-07-2023,Rejected,
23743,Associate,LinkedIn,07-12-2024,Hired,16-07-2023
23744,Intern,LinkedIn,24-11-2023,Rejected,
23745,Analyst,Referral,09-05-2025,Unknown,
23746,Analyst,Walk-in,05-06-2025,Unknown,
23747,Executive,Job Portal,18-11-2023,Hired,19-08-2025
23748,Manager,Referral,06-07-2025,Unknown,
23749,Associate,Referral,22-08-2025,Hired,24-03-2023
23750,Intern,LinkedIn,20-02-2025,Rejected,
23751,Associate,Job Portal,15-11-2023,Unknown,
23752,Intern,Walk-in,27-11-2024,Hired,05-11-2024
23753,Intern,Walk-in,28-06-2025,Unknown,
23754,Associate,Walk-in,19-02-2023,Unknown,
23755,Associate,Job Portal,02-11-2023,Rejected,
23756,Analyst,LinkedIn,26-01-2024,Rejected,
23757,Intern,LinkedIn,25-03-2025,Hired,10-02-2025
23758,Intern,LinkedIn,23-11-2024,Unknown,
23759,Analyst,LinkedIn,28-07-2023,Rejected,
23760,Executive,LinkedIn,19-12-2024,Hired,Pending
23761,Executive,LinkedIn,26-03-2024,Unknown,
23762,Manager,LinkedIn,11-11-2023,Hired,Pending
23763,Intern,LinkedIn,06-11-2022,Unknown,
23764,Analyst,LinkedIn,24-03-2025,Rejected,
23765,Analyst,LinkedIn,03-09-2024,Unknown,
23766,Executive,Walk-in,20-11-2022,Unknown,
23767,Executive,Job Portal,06-11-2023,Unknown,
23768,Associate,Walk-in,27-12-2023,Rejected,
23769,Analyst,LinkedIn,28-11-2022,Rejected,
23770,Executive,Walk-in,14-06-2024,Hired,Pending
23771,Analyst,LinkedIn,14-01-2025,Hired,Pending
23772,Manager,LinkedIn,11-10-2025,Unknown,
23773,Associate,LinkedIn,12-11-2022,Rejected,
23774,Intern,Job Portal,12-04-2025,Hired,27-06-2024
23775,Associate,Walk-in,02-09-2023,Hired,Pending
23776,Associate,LinkedIn,26-12-2023,Hired,15-06-2023
23777,Associate,LinkedIn,20-11-2023,Unknown,
23778,Manager,LinkedIn,03-05-2024,Hired,Pending
23779,Analyst,Job Portal,08-01-2024,Unknown,
23780,Manager,LinkedIn,14-10-2023,Rejected,
23781,Executive,Referral,12-05-2024,Unknown,
23782,Analyst,Referral,24-01-2023,Hired,Pending
23783,Analyst,Walk-in,06-01-2024,Unknown,
23784,Analyst,Job Portal,05-05-2024,Hired,13-01-2024
23785,Manager,Referral,07-11-2022,Unknown,
23786,Analyst,Job Portal,09-10-2025,Rejected,
23787,Analyst,Job Portal,16-05-2024,Unknown,
23788,Intern,LinkedIn,09-12-2024,Hired,Pending
23789,Associate,LinkedIn,08-11-2024,Rejected,
23790,Executive,LinkedIn,15-10-2022,Rejected,
23791,Executive,Referral,06-08-2025,Rejected,
23792,Associate,LinkedIn,15-02-2025,Rejected,
23793,Associate,LinkedIn,26-07-2023,Hired,Pending
23794,Intern,Job Portal,05-11-2022,Unknown,
23795,Associate,LinkedIn,24-09-2023,Hired,Pending
23796,Associate,Job Portal,19-04-2025,Unknown,
23797,Associate,LinkedIn,10-10-2024,Hired,13-08-2023
23798,Associate,Job Portal,17-03-2025,Rejected,
23799,Associate,LinkedIn,24-11-2023,Rejected,
23800,Manager,Job Portal,08-03-2023,Rejected,
23801,Executive,Referral,02-02-2025,Unknown,
23802,Analyst,LinkedIn,03-11-2023,Rejected,
23803,Intern,LinkedIn,02-05-2025,Rejected,
23804,Associate,Referral,20-07-2023,Hired,Pending
23805,Intern,Walk-in,07-02-2024,Rejected,
23806,Manager,LinkedIn,02-04-2024,Unknown,
23807,Manager,Job Portal,07-10-2024,Hired,11-05-2025
23808,Manager,LinkedIn,27-10-2022,Rejected,
23809,Intern,Referral,30-05-2025,Unknown,
23810,Associate,Referral,16-03-2024,Unknown,
23811,Executive,LinkedIn,13-05-2023,Unknown,
23812,Associate,Walk-in,05-02-2024,Rejected,
23813,Associate,Referral,10-06-2023,Rejected,
23814,Analyst,LinkedIn,14-06-2023,Hired,16-04-2024
23815,Analyst,LinkedIn,18-03-2023,Hired,Pending
23816,Executive,Walk-in,06-12-2022,Rejected,
23817,Executive,Referral,24-04-2025,Rejected,
23818,Analyst,Walk-in,28-10-2023,Hired,Pending
23819,Associate,Walk-in,18-11-2022,Rejected,
23820,Manager,Walk-in,24-04-2023,Unknown,
23821,Associate,LinkedIn,07-09-2024,Rejected,
23822,Associate,LinkedIn,30-05-2025,Rejected,
23823,Executive,Referral,07-03-2023,Hired,11-10-2023
23824,Analyst,Walk-in,18-03-2023,Hired,30-12-2023
23825,Manager,Walk-in,15-03-2023,Rejected,
23826,Executive,LinkedIn,31-05-2025,Hired,08-01-2023
23827,Intern,LinkedIn,13-04-2025,Unknown,
23828,Executive,Referral,20-02-2024,Unknown,
23829,Manager,LinkedIn,03-11-2023,Unknown,
23830,Manager,LinkedIn,05-03-2024,Unknown,
23831,Associate,Job Portal,30-12-2022,Hired,24-06-2024
23832,Intern,Walk-in,27-08-2024,Unknown,
23833,Associate,Referral,01-06-2023,Rejected,
23834,Associate,Walk-in,23-09-2024,Hired,14-04-2024
23835,Associate,Job Portal,08-06-2024,Unknown,
23836,Manager,LinkedIn,29-07-2023,Hired,15-10-2023
23837,Intern,Job Portal,07-01-2025,Hired,Pending
23838,Analyst,Walk-in,08-04-2023,Rejected,
23839,Executive,Referral,16-03-2025,Unknown,
23840,Intern,Job Portal,07-02-2025,Rejected,
23841,Manager,Referral,10-10-2024,Rejected,
23842,Analyst,Job Portal,19-06-2024,Rejected,
23843,Intern,LinkedIn,11-06-2023,Rejected,
23844,Associate,Job Portal,25-02-2023,Hired,01-04-2023
23845,Associate,Walk-in,30-03-2023,Unknown,
23846,Associate,Job Portal,06-07-2024,Unknown,
23847,Manager,LinkedIn,30-08-2025,Hired,Pending
23848,Intern,Referral,21-05-2024,Hired,22-04-2024
23849,Manager,LinkedIn,20-06-2023,Hired,18-03-2023
23850,Analyst,Walk-in,18-03-2025,Rejected,
23851,Associate,Referral,19-05-2023,Unknown,
23852,Executive,LinkedIn,07-08-2023,Hired,Pending
23853,Executive,Job Portal,22-05-2024,Rejected,
23854,Intern,LinkedIn,09-12-2022,Hired,Pending
23855,Intern,Referral,27-06-2023,Hired,31-12-2022
23856,Manager,Walk-in,25-03-2023,Hired,05-09-2024
23857,Executive,Job Portal,28-08-2023,Unknown,
23858,Executive,Walk-in,27-06-2025,Unknown,
23859,Associate,LinkedIn,10-08-2024,Hired,10-11-2022
23860,Manager,Walk-in,05-07-2025,Hired,Pending
23861,Intern,LinkedIn,10-07-2025,Hired,Pending
23862,Manager,LinkedIn,19-10-2023,Unknown,
23863,Associate,LinkedIn,28-10-2023,Hired,Pending
23864,Associate,LinkedIn,22-01-2025,Hired,Pending
23865,Manager,Referral,01-07-2023,Hired,25-04-2024
23866,Manager,LinkedIn,07-10-2023,Hired,Pending
23867,Manager,Job Portal,04-07-2023,Hired,25-05-2023
23868,Manager,Walk-in,11-07-2024,Unknown,
23869,Executive,LinkedIn,08-03-2024,Hired,21-03-2025
23870,Analyst,Walk-in,31-12-2023,Hired,Pending
23871,Manager,LinkedIn,17-07-2025,Rejected,
23872,Executive,Walk-in,19-06-2025,Hired,Pending
23873,Manager,Job Portal,29-06-2023,Rejected,
23874,Executive,Job Portal,14-09-2023,Rejected,
23875,Intern,Job Portal,14-10-2024,Unknown,
23876,Manager,LinkedIn,05-07-2024,Hired,Pending
23877,Executive,LinkedIn,25-01-2024,Hired,02-12-2023
23878,Intern,Referral,09-02-2024,Rejected,
23879,Analyst,Walk-in,10-12-2024,Rejected,
23880,Intern,Job Portal,19-01-2024,Unknown,
23881,Manager,Job Portal,18-07-2024,Unknown,
23882,Analyst,Referral,02-06-2025,Rejected,
23883,Intern,LinkedIn,30-03-2023,Unknown,
23884,Intern,Job Portal,15-02-2023,Hired,03-10-2024
23885,Associate,LinkedIn,09-07-2024,Rejected,
23886,Manager,Walk-in,22-11-2023,Rejected,
23887,Analyst,Job Portal,02-11-2023,Rejected,
23888,Executive,Job Portal,13-07-2024,Unknown,
23889,Analyst,LinkedIn,21-05-2023,Unknown,
23890,Executive,Referral,13-11-2024,Unknown,
23891,Associate,LinkedIn,11-08-2023,Unknown,
23892,Analyst,Referral,22-09-2024,Hired,03-09-2024
23893,Associate,Referral,23-11-2022,Hired,06-06-2023
23894,Analyst,LinkedIn,21-12-2023,Hired,Pending
23895,Manager,LinkedIn,14-10-2024,Hired,Pending
23896,Manager,LinkedIn,03-01-2023,Rejected,
23897,Manager,LinkedIn,26-05-2025,Rejected,
23898,Manager,LinkedIn,17-09-2025,Hired,26-05-2024
23899,Analyst,Referral,30-12-2022,Rejected,
23900,Manager,LinkedIn,06-06-2025,Unknown,
23901,Associate,LinkedIn,01-11-2024,Rejected,
23902,Analyst,Referral,29-04-2023,Unknown,
23903,Manager,LinkedIn,14-02-2024,Rejected,
23904,Associate,Job Portal,07-10-2024,Hired,19-03-2025
23905,Analyst,Walk-in,13-08-2025,Rejected,
23906,Analyst,LinkedIn,01-11-2024,Hired,Pending
23907,Manager,LinkedIn,03-02-2025,Rejected,
23908,Manager,LinkedIn,02-04-2024,Rejected,
23909,Intern,LinkedIn,08-10-2025,Rejected,
23910,Intern,Job Portal,05-03-2025,Rejected,
23911,Intern,LinkedIn,05-10-2024,Unknown,
23912,Manager,Job Portal,24-04-2024,Unknown,
23913,Intern,LinkedIn,05-05-2025,Hired,Pending
23914,Associate,LinkedIn,27-11-2024,Rejected,
23915,Intern,LinkedIn,24-06-2024,Rejected,
23916,Intern,LinkedIn,12-09-2023,Rejected,
23917,Executive,LinkedIn,16-07-2025,Rejected,
23918,Executive,LinkedIn,11-03-2023,Unknown,
23919,Associate,Referral,02-08-2024,Hired,18-03-2023
23920,Analyst,LinkedIn,11-07-2023,Unknown,
23921,Associate,Walk-in,19-08-2025,Rejected,
23922,Analyst,LinkedIn,05-12-2022,Rejected,
23923,Intern,LinkedIn,19-05-2025,Hired,Pending
23924,Intern,LinkedIn,19-10-2024,Hired,Pending
23925,Executive,LinkedIn,06-01-2025,Hired,16-03-2025
23926,Associate,Job Portal,04-11-2022,Hired,12-09-2025
23927,Manager,LinkedIn,18-09-2023,Unknown,
23928,Executive,LinkedIn,27-10-2022,Unknown,
23929,Manager,Walk-in,21-05-2024,Unknown,
23930,Associate,Referral,07-11-2023,Rejected,
23931,Executive,Walk-in,15-07-2025,Hired,Pending
23932,Manager,LinkedIn,20-05-2024,Hired,10-06-2024
23933,Associate,LinkedIn,15-06-2023,Unknown,
23934,Intern,Referral,06-05-2023,Hired,31-07-2025
23935,Analyst,LinkedIn,27-04-2024,Unknown,
23936,Analyst,LinkedIn,14-05-2024,Rejected,
23937,Associate,LinkedIn,30-07-2023,Rejected,
23938,Executive,Referral,25-08-2024,Hired,06-12-2022
23939,Intern,Walk-in,12-04-2025,Unknown,
23940,Associate,LinkedIn,08-06-2025,Unknown,
23941,Analyst,Job Portal,04-08-2023,Hired,Pending
23942,Analyst,Job Portal,11-02-2024,Unknown,
23943,Executive,LinkedIn,18-05-2023,Hired,14-08-2025
23944,Executive,LinkedIn,18-02-2025,Unknown,
23945,Associate,Referral,19-07-2024,Hired,27-04-2025
23946,Intern,Job Portal,04-01-2024,Unknown,
23947,Intern,Referral,20-01-2024,Unknown,
23948,Analyst,LinkedIn,07-10-2024,Rejected,
23949,Executive,Job Portal,23-09-2023,Rejected,
23950,Analyst,Job Portal,30-03-2023,Unknown,
23951,Manager,Walk-in,26-07-2025,Unknown,
23952,Analyst,Job Portal,09-04-2025,Unknown,
23953,Analyst,Referral,07-05-2023,Hired,Pending
23954,Executive,Walk-in,06-06-2025,Hired,03-11-2023
23955,Analyst,Referral,01-07-2025,Unknown,
23956,Intern,Job Portal,13-03-2024,Hired,15-06-2024
23957,Associate,LinkedIn,19-09-2023,Unknown,
23958,Analyst,Job Portal,05-09-2025,Rejected,
23959,Intern,LinkedIn,19-12-2024,Rejected,
23960,Associate,Walk-in,07-01-2024,Hired,Pending
23961,Intern,Job Portal,16-04-2025,Hired,13-11-2023
23962,Analyst,LinkedIn,23-03-2025,Rejected,
23963,Associate,Job Portal,06-01-2023,Hired,Pending
23964,Analyst,Job Portal,15-10-2023,Unknown,
23965,Manager,Walk-in,30-07-2024,Hired,Pending
23966,Analyst,LinkedIn,07-05-2023,Rejected,
23967,Associate,LinkedIn,01-12-2024,Hired,Pending
23968,Manager,LinkedIn,23-08-2025,Hired,19-10-2024
23969,Associate,LinkedIn,27-10-2024,Rejected,
23970,Analyst,Walk-in,06-09-2025,Unknown,
23971,Analyst,LinkedIn,06-12-2024,Rejected,
23972,Associate,Referral,14-09-2023,Rejected,
23973,Executive,Walk-in,15-06-2025,Unknown,
23974,Analyst,LinkedIn,22-08-2025,Rejected,
23975,Intern,Walk-in,01-06-2025,Hired,13-06-2024
23976,Manager,Walk-in,09-11-2024,Hired,22-07-2025
23977,Intern,LinkedIn,27-02-2025,Unknown,
23978,Analyst,Job Portal,17-02-2025,Rejected,
23979,Manager,LinkedIn,07-07-2023,Hired,20-10-2024
23980,Intern,Job Portal,15-10-2022,Hired,25-04-2025
23981,Executive,LinkedIn,14-09-2024,Hired,11-12-2023
23982,Associate,Walk-in,11-02-2025,Hired,03-05-2024
23983,Intern,Walk-in,24-08-2024,Rejected,
23984,Executive,LinkedIn,24-06-2024,Hired,03-02-2025
23985,Executive,LinkedIn,28-07-2023,Unknown,
23986,Associate,Walk-in,20-05-2025,Hired,06-05-2025
23987,Associate,Job Portal,23-10-2022,Hired,02-01-2023
23988,Analyst,Walk-in,24-08-2025,Hired,Pending
23989,Associate,LinkedIn,03-04-2024,Unknown,
23990,Intern,LinkedIn,20-10-2024,Unknown,
23991,Manager,Referral,18-08-2025,Unknown,
23992,Executive,Job Portal,28-01-2023,Rejected,
23993,Associate,Referral,10-04-2023,Hired,15-01-2025
23994,Analyst,Referral,19-09-2023,Hired,09-04-2025
23995,Associate,Job Portal,22-04-2023,Unknown,
23996,Executive,Job Portal,06-05-2024,Unknown,
23997,Analyst,LinkedIn,20-03-2025,Hired,Pending
23998,Associate,Walk-in,25-01-2025,Rejected,
23999,Intern,Referral,16-01-2025,Rejected,
24000,Intern,Job Portal,04-08-2023,Hired,Pending
24001,Executive,Job Portal,17-11-2024,Hired,Pending
24002,Executive,Referral,26-12-2024,Rejected,
24003,Executive,Job Portal,23-02-2023,Unknown,
24004,Manager,Job Portal,20-06-2025,Unknown,
24005,Associate,Referral,16-03-2023,Hired,Pending
24006,Manager,LinkedIn,28-03-2023,Hired,25-08-2024
24007,Analyst,LinkedIn,06-04-2025,Hired,26-07-2023
24008,Intern,Walk-in,09-03-2025,Unknown,
24009,Manager,Job Portal,29-04-2023,Unknown,
24010,Intern,Job Portal,19-04-2025,Unknown,
24011,Manager,Job Portal,16-07-2023,Rejected,
24012,Executive,LinkedIn,20-02-2024,Unknown,
24013,Associate,Job Portal,02-09-2023,Rejected,
24014,Analyst,LinkedIn,21-06-2025,Unknown,
24015,Manager,Job Portal,06-06-2024,Rejected,
24016,Manager,Walk-in,05-06-2024,Hired,01-01-2024
24017,Intern,Walk-in,13-05-2023,Rejected,
24018,Manager,Referral,16-04-2023,Hired,Pending
24019,Analyst,LinkedIn,08-07-2025,Hired,Pending
24020,Executive,LinkedIn,27-11-2022,Unknown,
24021,Executive,LinkedIn,23-08-2023,Rejected,
24022,Analyst,Job Portal,06-02-2025,Rejected,
24023,Analyst,Walk-in,30-07-2023,Unknown,
24024,Manager,LinkedIn,16-07-2024,Hired,Pending
24025,Analyst,LinkedIn,24-02-2023,Unknown,
24026,Analyst,Referral,02-03-2023,Hired,14-11-2024
24027,Manager,Job Portal,14-09-2023,Hired,15-01-2024
24028,Intern,Walk-in,31-12-2024,Rejected,
24029,Manager,LinkedIn,09-02-2023,Hired,04-12-2023
24030,Executive,Referral,28-09-2024,Hired,22-01-2025
24031,Intern,Job Portal,20-12-2024,Rejected,
24032,Analyst,LinkedIn,03-05-2024,Rejected,
24033,Intern,Referral,17-07-2023,Rejected,
24034,Analyst,LinkedIn,23-12-2022,Hired,Pending
24035,Intern,LinkedIn,06-10-2023,Rejected,
24036,Associate,Referral,23-11-2022,Hired,15-12-2023
24037,Associate,LinkedIn,12-07-2023,Unknown,
24038,Associate,Referral,19-05-2023,Rejected,
24039,Intern,Job Portal,03-05-2023,Unknown,
24040,Analyst,LinkedIn,26-02-2023,Unknown,
24041,Intern,Walk-in,07-08-2024,Hired,18-05-2025
24042,Executive,Job Portal,21-12-2023,Hired,28-02-2023
24043,Associate,Referral,24-02-2023,Unknown,
24044,Analyst,Referral,17-05-2023,Unknown,
24045,Executive,Referral,26-07-2024,Unknown,
24046,Intern,Job Portal,16-09-2024,Unknown,
24047,Manager,LinkedIn,13-01-2024,Rejected,
24048,Associate,LinkedIn,25-10-2023,Rejected,
24049,Manager,Job Portal,18-03-2023,Unknown,
24050,Analyst,LinkedIn,02-08-2024,Unknown,
24051,Manager,Job Portal,23-06-2023,Rejected,
24052,Manager,LinkedIn,03-04-2025,Rejected,
24053,Analyst,LinkedIn,09-11-2022,Unknown,
24054,Intern,LinkedIn,22-04-2023,Rejected,
24055,Analyst,Referral,06-03-2025,Rejected,
24056,Analyst,Referral,23-01-2024,Unknown,
24057,Associate,Referral,28-12-2023,Rejected,
24058,Manager,Referral,14-09-2024,Hired,Pending
24059,Associate,LinkedIn,29-12-2023,Hired,05-02-2023
24060,Executive,Walk-in,08-10-2025,Unknown,
24061,Manager,Job Portal,28-10-2024,Hired,Pending
24062,Intern,Walk-in,20-10-2024,Rejected,
24063,Analyst,Job Portal,15-11-2023,Rejected,
24064,Associate,Walk-in,28-01-2023,Rejected,
24065,Manager,LinkedIn,24-01-2025,Unknown,
24066,Executive,Referral,16-05-2025,Rejected,
24067,Intern,Walk-in,27-10-2022,Hired,12-12-2023
24068,Associate,LinkedIn,10-01-2025,Unknown,
24069,Intern,LinkedIn,19-04-2025,Rejected,
24070,Associate,LinkedIn,13-11-2024,Unknown,
24071,Associate,Job Portal,24-05-2025,Rejected,
24072,Executive,Walk-in,24-12-2023,Unknown,
24073,Associate,Job Portal,25-12-2024,Hired,Pending
24074,Analyst,Walk-in,21-08-2024,Hired,18-11-2022
24075,Executive,LinkedIn,05-03-2024,Hired,06-03-2025
24076,Manager,Referral,27-05-2024,Hired,Pending
24077,Executive,Referral,27-07-2024,Hired,Pending
24078,Analyst,Referral,07-06-2023,Hired,Pending
24079,Manager,Walk-in,23-04-2023,Hired,07-10-2023
24080,Manager,Referral,10-07-2023,Rejected,
24081,Analyst,LinkedIn,13-08-2024,Hired,Pending
24082,Analyst,LinkedIn,19-10-2023,Hired,02-09-2024
24083,Executive,Referral,17-01-2024,Unknown,
24084,Manager,Referral,03-11-2023,Unknown,
24085,Intern,LinkedIn,14-03-2024,Rejected,
24086,Associate,Job Portal,19-07-2023,Hired,Pending
24087,Analyst,Job Portal,14-04-2024,Unknown,
24088,Manager,LinkedIn,26-07-2025,Hired,Pending
24089,Manager,LinkedIn,24-03-2025,Unknown,
24090,Manager,Referral,30-11-2023,Hired,13-12-2024
24091,Associate,LinkedIn,21-04-2024,Rejected,
24092,Analyst,LinkedIn,24-05-2023,Rejected,
24093,Analyst,Job Portal,16-06-2023,Unknown,
24094,Intern,Job Portal,22-09-2024,Unknown,
24095,Analyst,Walk-in,12-12-2022,Rejected,
24096,Analyst,LinkedIn,14-12-2022,Unknown,
24097,Manager,Job Portal,05-02-2025,Hired,09-11-2022
24098,Analyst,LinkedIn,10-12-2022,Hired,15-11-2022
24099,Intern,Referral,13-01-2024,Unknown,
24100,Analyst,Referral,28-11-2023,Rejected,
24101,Executive,Walk-in,17-09-2023,Unknown,
24102,Associate,LinkedIn,06-07-2025,Hired,Pending
24103,Associate,LinkedIn,09-11-2023,Hired,Pending
24104,Analyst,Walk-in,06-11-2022,Hired,19-08-2024
24105,Intern,LinkedIn,14-01-2025,Hired,Pending
24106,Intern,Referral,08-07-2024,Unknown,
24107,Executive,LinkedIn,28-12-2024,Unknown,
24108,Executive,Walk-in,01-07-2024,Rejected,
24109,Executive,Walk-in,17-03-2023,Hired,22-08-2023
24110,Analyst,Job Portal,26-04-2024,Unknown,
24111,Manager,Walk-in,20-03-2023,Unknown,
24112,Executive,LinkedIn,03-02-2024,Rejected,
24113,Manager,Job Portal,16-12-2023,Unknown,
24114,Executive,Walk-in,16-08-2023,Rejected,
24115,Executive,Walk-in,13-09-2025,Unknown,
24116,Intern,LinkedIn,29-12-2023,Hired,30-09-2024
24117,Associate,LinkedIn,30-07-2023,Rejected,
24118,Associate,Referral,25-01-2025,Unknown,
24119,Associate,LinkedIn,13-01-2025,Hired,Pending
24120,Executive,Job Portal,22-06-2024,Hired,Pending
24121,Manager,LinkedIn,16-08-2024,Rejected,
24122,Executive,Job Portal,15-10-2024,Hired,06-03-2024
24123,Intern,Walk-in,27-08-2024,Hired,Pending
24124,Analyst,Walk-in,14-09-2025,Hired,09-01-2023
24125,Analyst,Referral,20-05-2025,Unknown,
24126,Analyst,Referral,12-03-2025,Hired,Pending
24127,Associate,Referral,05-03-2025,Rejected,
24128,Executive,Job Portal,28-07-2023,Unknown,
24129,Manager,Walk-in,11-11-2024,Unknown,
24130,Executive,Walk-in,25-11-2023,Hired,Pending
24131,Executive,Job Portal,07-07-2025,Unknown,
